1473476537304,12.8996969646,77.600839003,1284.17907762
1473476960402,12.8918311881,77.5853360586,1197.17846405
1473476622610,12.8917310909,77.5986244056,1080.16798667
1473477835943,12.8944156108,77.5781993144,1077.39194402
1473476622996,12.891696,77.5986120659,1030.11218911
1473476622417,12.8917490901,77.5986305405,1026.94435795
1473476975517,12.8920422218,77.5836842016,859.324064393
1473479517953,12.9472295792,77.5906819703,850.603855179
1473476972611,12.891998196,77.5839552485,817.575394782
1473478123756,12.8979096257,77.5826365663,755.650675613
1473476623189,12.8916784545,77.5986058961,728.817453165
1473476975723,12.8920439799,77.5836680201,708.339893283
1473478123566,12.897898375,77.5826339534,687.457129831
1473478123642,12.897903125,77.5826350805,675.198762861
1473477836110,12.8944132774,77.578205481,668.935486367
1473476973196,12.8920072705,77.5838843514,639.830923232
1473477846115,12.8944047041,77.5785132426,629.005528648
1473478123524,12.89789575,77.5826333305,628.333138788
1473479518126,12.9472407129,77.5906929327,627.360528818
1473476623970,12.8916054502,77.5985743384,619.773861618
1473476339026,12.9033139659,77.6037663747,614.502303749
1473476960208,12.8918294226,77.5853480243,611.909154015
1473477869112,12.8947569605,77.5793833221,608.583106418
1473477835731,12.8944182908,77.57819246,600.889622706
1473478123680,12.8979055,77.5826356441,597.595598786
1473476537110,12.8997089423,77.6008435192,589.723458878
1473479518072,12.9472372376,77.5906895109,585.047170219
1473476973386,12.8920100839,77.5838616565,579.926373447
1473476371351,12.9034203699,77.6020300307,564.263418839
1473479518010,12.9472332475,77.5906855822,563.763001492
1473476537498,12.8996855516,77.6008346987,554.561742002
1473478123602,12.897900625,77.5826344873,552.233080507
1473479883492,12.9562321782,77.5921899485,550.220029669
1473476624548,12.8915510739,77.598549012,546.238412537
1473478123870,12.8979153822,77.5826378079,534.723040155
1473478123717,12.8979076564,77.5826361416,529.243519982
1473476623771,12.891624288,77.5985831561,528.66219819
1473478030534,12.8944868457,77.5816313848,511.771969295
1473478123833,12.8979135139,77.582637405,502.874820706
1473477869493,12.8947573909,77.5793852589,494.282061434
1473476339224,12.9033149579,77.6037554629,491.016355756
1473476622201,12.8917741712,77.598637027,484.982420189
1473478788017,12.9216985447,77.5836651951,479.759628712
1473479883550,12.9562364851,77.5921906376,477.316604457
1473478123450,12.897891125,77.5826322331,471.450826283
1473479979373,12.9602747435,77.5936751133,471.310129925
1473476960593,12.8918329262,77.5853242781,471.04434065
1473478030649,12.8944916854,77.5816297715,470.169976485
1473478148433,12.8983955044,77.5818807571,468.051548125
1473476972417,12.8919944727,77.5839805273,462.035357879
1473477845926,12.894402882,77.5785057123,460.76796912
1473478787676,12.9216680488,77.583659997,457.146230154
1473476945645,12.89151923,77.586379695,450.405926644
1473476397437,12.9032747848,77.6014819449,446.621385687
1473478030764,12.8944984064,77.5816297847,446.428381709
1473478123488,12.8978935,77.5826327966,446.188135051
1473476622164,12.8917784675,77.5986381381,445.624052287
1473477896438,12.8939362534,77.580274717,443.004626925
1473476623384,12.8916607273,77.5985996623,436.779461088
1473476986570,12.8921180294,77.5828533917,436.464899562
1473476624751,12.8915324351,77.598540503,434.829069372
1473476371154,12.9034190059,77.6020430861,433.278729805
1473477846308,12.8944065314,77.5785210083,428.497489639
1473476613413,12.8926951884,77.5988932756,428.299208025
1473476371933,12.90342198,77.6019921487,422.595423157
1473478123583,12.8978994375,77.5826342055,417.685094454
1473478123411,12.8978886875,77.5826316547,410.806932173
1473476945451,12.891507978,77.586399677,409.744080449
1473476397630,12.9032664775,77.6014798198,409.52686023
1473478123795,12.897911595,77.5826369911,407.318881883
1473476993859,12.892237931,77.5821266749,406.161220904
1473478030881,12.894506999,77.5816313149,404.948684068
1473476622124,12.8917831121,77.5986393393,404.498477811
1473478123506,12.897894625,77.5826330636,397.98444421
1473478123911,12.8979174525,77.5826382545,396.389654194
1473477857864,12.894636494,77.5790447892,395.606428247
1473476882825,12.892000833,77.590996723,395.512211512
1473477897277,12.8939214419,77.5802780615,395.093990396
1473478321555,12.9050813198,77.5849500508,394.726596181
1473478200104,12.9014659343,77.5815867351,391.902263931
1473478123468,12.89789225,77.5826325,391.024274001
1473476943131,12.8913792279,77.5866241677,383.986682903
